标题,品牌,城市,价格,新车价格,首付,里程,年份,排放标准
本田奥德赛 2019款 2.0L E-CVT 锐·智享版,本田,保定,17.98,30.96,1.80万,5.09万公里,2020,国6
别克GL8 2022款 陆上公务舱 652T 智慧豪华型 7座,别克,保定,20.88,30.31,2.09万,1.65万公里,2022,国6
宝马X3 2020款 xDrive 28i M运动套装,宝马,保定,25.81,47.59,2.58万,3.69万公里,2020,国6
奔驰GLC 2021款 GLC 260 L 4MATIC 动感型,奔驰,保定,28.83,44.50,2.88万,3.83万公里,2021,国6
吉利汽车 吉利经典熊猫 2011款 1.3L 手动 舒适型Ⅱ,吉利汽车,保定,1.38,5.22,0,4.76万公里,2014,国4
吉利汽车 吉利帝豪 2013款 三厢 1.5L 手动 进取型,吉利汽车,保定,1.83,8.41,0,3.36万公里,2014,国4
金杯S70 2017款 1.5T 手动 时尚版 5座,金杯,保定,2.38,10.29,0,4.65万公里,2018,国5
吉利汽车 吉利帝豪 2019款 领军版 1.5L 手动 豪华型 国VI,吉利汽车,保定,3.82,8.74,0.38万,3.64万公里,2019,国6
吉利汽车 吉利远景X3 2020款 1.5L 手动 精英型,吉利汽车,保定,3.88,6.65,0.39万,1.10万公里,2020,国6
大众捷达 2017款 1.4L 手动 舒适版,大众,保定,4.25,10.63,0.43万,4.67万公里,2017,国5
雪佛兰科沃兹 2018款 320 手自一体 欣悦版,雪佛兰,保定,4.38,11.52,0.44万,5.49万公里,2018,国5
吉利汽车 吉利帝豪GS 2019款 1.4T 手动 雅 国VI,吉利汽车,保定,4.58,9.96,0.46万,3.81万公里,2020,国6
本田缤智 2015款 1.5L CVT 两驱 舒适型,本田,保定,5.36,15.60,0.54万,9.71万公里,2016,国5
吉利汽车 吉利博越 2018款 1.8TD 手自一体 两驱 智雅版,吉利汽车,保定,5.59,13.50,0.56万,6.17万公里,2019,国5
长安CS55 2019款 1.5T 手自一体 炫色型 国VI,长安,保定,5.78,11.96,0.58万,1.06万公里,2019,国6
奔腾T77 2019款 230TID 双离合 豪华型 国VI,奔腾,保定,5.78,12.72,0.58万,7.60万公里,2019,国6
日产骐达 2016款 1.6L CVT 酷动版,日产,保定,5.96,13.07,0.60万,3.42万公里,2018,国5
别克昂科拉 2018款 18T 手自一体 两驱 都市领先版,别克,保定,5.98,17.05,0.60万,3.05万公里,2018,国5
丰田YARiS L 致炫 2021款 致炫X 1.5L CVT 领先版,丰田,保定,6.18,10.40,0.62万,3.20万公里,2021,国6
大众速腾 2017款 230TSI 双离合 舒适版,大众,保定,6.56,18.25,0.66万,5.97万公里,2016,国5
Jeep自由光 2017款 2.0L 两驱 优越版,Jeep,保定,7.11,24.78,0.71万,5.68万公里,2017,国5
魏牌VV6 2020款 2.0T 双离合 两驱 智护+,魏牌,保定,7.36,17.62,0.74万,5.03万公里,2020,国6
魏牌VV6 2018款 2.0T 双离合 四驱 超豪版 国V,魏牌,保定,7.48,19.05,0.75万,4.87万公里,2019,国5
魏牌VV5 2021款 1.5T 双离合 颜先锋,魏牌,保定,7.56,14.83,0.76万,6.25万公里,2021,国6
别克昂科威 2017款 20T 双离合 两驱 豪华版,别克,保定,7.56,27.66,0.76万,7.17万公里,2017,国5
欧拉好猫 2021款 401km 标准续航 维纳斯版 三元锂,欧拉,保定,7.8,13.06,0.78万,2.46万公里,2021,新能源
现代LAFESTA 菲斯塔 2019款 280TGDi 智速版 国VI,现代,保定,8.26,16.04,0.83万,3.12万公里,2020,国6
长安CS55PLUS 2022款 第二代 1.5T 双离合尊贵型,长安,保定,8.55,13.07,0.86万,3.63万公里,2022,国6
奇瑞 瑞虎8 2021款 鲲鹏版 290TGDI 双离合逐风版,奇瑞,保定,8.78,14.50,0.88万,2.60万公里,2021,国6
雪佛兰探界者 2019款 535T 两驱 驭界版 国VI,雪佛兰,保定,9.18,22.58,0.92万,4.71万公里,2020,国6
丰田奕泽 2021款 2.0L 奕行版,丰田,保定,9.28,17.04,0.93万,3.92万公里,2021,国6
哈弗大狗 2021款 1.5T 两驱 马犬-旺财版,哈弗,保定,9.77,16.05,0.98万,4.62万公里,2021,国6
哈弗大狗 2021款 1.5T 两驱 马犬-旺财版,哈弗,保定,9.77,16.05,0.98万,4.62万公里,2021,国6
领克06 2023款 Remix 1.5T 型Plus,领克,保定,10.28,13.59,1.03万,0.35万公里,2023,国6
福特锐际 2020款 EcoBoost 245 四驱纵享款 ST-LINE,福特,保定,10.56,24.67,1.06万,6.71万公里,2020,国6
奔驰GLA 2018款 GLA 200 动感版,奔驰,保定,11.98,30.30,1.20万,4.40万公里,2018,国5
凯迪拉克XTS 2018款 28T 技术版,凯迪拉克,保定,13.58,33.64,1.36万,6.79万公里,2019,国5
奥迪A4L 2019款 40 TFSI 进取版 国VI,奥迪,保定,15.82,33.77,1.58万,4.36万公里,2019,国6
奥迪A3 2022款 Sportback 35 TFSI 时尚运动型,奥迪,保定,16.38,25.16,1.64万,1.02万公里,2023,国6
别克昂科威 2021款 昂科威Plus 652T 四驱豪华型 5座,别克,保定,16.46,29.66,1.65万,1.26万公里,2022,国6
丰田汉兰达 2017款 2.0T 手自一体 四驱 豪华版 7座,丰田,保定,16.88,33.39,1.69万,7.96万公里,2017,国5
本田CR-V 2021款 240TURBO CVT 四驱 豪华版,本田,保定,17.48,24.55,1.75万,3.29万公里,2022,国6
福特探险者 2020款 EcoBoost 285 四驱风尚版 6座,福特,保定,21.48,36.99,2.15万,6.76万公里,2020,国6
宝马3系 2022款 改款 325i M运动曜夜套装,宝马,保定,23.88,37.43,2.39万,1.91万公里,2022,国6
现代LAFESTA 菲斯塔 2019款 280TGDi 智速版 国VI,现代,保定,7.28,16.04,0.73万,4.15万公里,2020,国6
奥迪A4L 2019款 40 TFSI 进取版 国V,奥迪,保定,15.44,33.77,1.54万,5.46万公里,2019,国5
东风风光 风光580 2017款 1.5T CVT 豪华版,东风风光,唐山,3.65,11.65,0.37万,5.65万公里,2017,国5
宝骏530 2020款 1.5T CVT 尊贵互联型 7座,宝骏,唐山,4.68,10.85,0.47万,6.10万公里,2020,国6
日产逍客 2016款 2.0L XL CVT 精英版,日产,唐山,5.18,17.37,0.52万,8.88万公里,2016,国5
哈弗H7 2019款 2.0T 双离合 悦享型 国V,哈弗,唐山,5.98,17.29,0.60万,6.79万公里,2019,国5
大众蔚领 2020款 1.5L 手自一体 时尚型,大众,唐山,6.18,14.39,0.62万,2.28万公里,2020,国6
日产骐达 2021款 1.6L CVT智行版,日产,唐山,7.26,14.17,0.73万,3.19万公里,2021,国6
大众宝来 2021款 1.5L 自动舒适智联版,大众,唐山,7.76,15.51,0.78万,1.96万公里,2022,国6
哈弗神兽 2022款 1.5T 两驱智领版,哈弗,唐山,7.88,14.85,0.79万,3.36万公里,2022,国6
三菱欧蓝德 2019款 2.0L CVT 两驱 畅享版 5座 国VI,三菱,唐山,8.46,19.59,0.85万,5.24万公里,2020,国6
大众速腾 2021款 200TSI 双离合 舒适智联版,大众,唐山,8.48,17.16,0.85万,5.31万公里,2021,国6
福特锐界 2021款 PLUS EcoBoost 245 两驱ST-Line 5座,福特,唐山,15.88,30.31,1.59万,5.70万公里,2021,国6
奔腾B70 2014款 2.0L 手自一体 舒适型,奔腾,唐山,2.56,12.62,0.26万,11.02万公里,2014,国5
雪佛兰赛欧3 2015款 1.5L 手动 理想天窗版,雪佛兰,唐山,2.58,7.98,0.26万,5.63万公里,2016,国5
现代瑞纳 2014款 三厢 1.4L GLS AT,现代,唐山,3.35,10.08,0.34万,7.76万公里,2015,国5
长安凌轩 2017款 1.6L 手动 幸福版,长安,唐山,3.66,8.54,0.37万,7.81万公里,2017,国5
丰田威驰FS 2017款 1.5L 手动 锋驰版 国V,丰田,唐山,3.98,8.85,0.40万,6.40万公里,2018,国5
现代悦纳 2020款 1.4L 手动 炫酷版GLS,现代,唐山,4.28,9.08,0.43万,2.93万公里,2020,国6
广汽传祺 传祺GS3 2017款 150N 手自一体 精英版,广汽传祺,唐山,4.78,10.29,0.48万,4.18万公里,2018,国5
吉利汽车 吉利远景X3 2020款 1.5L CVT 尊贵型,吉利汽车,唐山,4.86,8.09,0.49万,1.96万公里,2021,国6
福特福克斯 2017款 两厢 1.6L 双离合 舒适型智行版,福特,唐山,4.89,14.49,0.49万,3.63万公里,2018,国5
长安逸动 2019款 高能版 1.6L GDI 手自一体 争锋型 国VI,长安,唐山,4.98,11.19,0.50万,4.05万公里,2019,国6
荣威i5 2021款 1.5L CVT钻石版,荣威,唐山,5.18,9.86,0.52万,3.25万公里,2021,国6
别克英朗 2021款 典范 1.5L 手自一体 精英型,别克,唐山,5.46,14.39,0.55万,6.79万公里,2020,国6
广汽传祺 传祺GS3 2017款 200T 手自一体 精英版,广汽传祺,唐山,5.53,11.18,0.55万,3.42万公里,2019,国5
宝骏RS-3 2020款 1.5L CVT 24小时在线豪华型,宝骏,唐山,5.58,10.40,0.56万,5.43万公里,2020,国6
丰田卡罗拉 2014款 1.6L GL-i CVT,丰田,唐山,5.78,14.60,0.58万,3.42万公里,2016,国5
大众高尔夫 2016款 1.4TSI 自动舒适型,大众,唐山,5.86,17.60,0.59万,9.43万公里,2015,国5
斯柯达明锐 2018款 1.6L 手自一体 舒适版,斯柯达,唐山,6.18,15.61,0.62万,5.92万公里,2018,国5
吉利汽车 吉利远景X6 2020款 1.4T CVT 尊贵型,吉利汽车,唐山,6.23,10.41,0.62万,1.85万公里,2021,国6
丰田雷凌 2017款 双擎 1.8H GS CVT 精英天窗版 国V,丰田,唐山,6.25,15.94,0.63万,6.52万公里,2017,国5
吉利汽车 吉利帝豪 2022款 第4代 1.5L CVT尊贵型,吉利汽车,唐山,6.28,9.75,0.63万,2.19万公里,2022,国6
长安CS35PLUS 2021款 1.4T 双离合 尊贵蓝鲸版,长安,唐山,6.96,11.52,0.70万,2.26万公里,2021,国6
日产骐达 2021款 1.6L CVT酷动版,日产,唐山,7.11,13.07,0.71万,1.78万公里,2021,国6
东风风行菱智 2023款 M5L 1.6L 舒适型 9座,东风风行,唐山,7.18,9.11,0.72万,0.12万公里,2024,国6
丰田雷凌 2019款 185T CVT 豪华版 国VI,丰田,唐山,7.31,14.83,0.73万,5.68万公里,2020,国6
别克君威 2017款 20T 精英版,别克,唐山,7.41,21.02,0.74万,9.50万公里,2018,国5
哈弗赤兔 2022款 劲享版 1.5T 紫铜兔,哈弗,唐山,7.76,12.06,0.78万,1.89万公里,2022,国6
领克03 2021款 1.5TD 双离合 劲Plus,领克,唐山,8.42,15.60,0.84万,4.46万公里,2021,国6
奔腾T90 2023款 1.5T 双离合尊贵版,奔腾,唐山,8.48,14.29,0.85万,0.95万公里,2024,国6
长安逸达 2023款 1.5T 旗舰型,长安,唐山,8.58,12.40,0.86万,0.35万公里,2023,国6
广汽传祺影豹 2023款 270T 双离合J11版,广汽传祺,唐山,8.98,12.41,0.90万,0.99万公里,2024,国6
哈弗大狗 2021款 1.5T 两驱 马犬版,哈弗,唐山,9.47,16.27,0.95万,2.97万公里,2021,国6
斯柯达速派 2018款 TSI330 双离合 豪华版 国Ⅴ,斯柯达,唐山,9.53,23.68,0.95万,6.60万公里,2019,国5
起亚智跑 2021款 Ace 2.0L 精彩版,起亚,唐山,9.86,17.04,0.99万,2.11万公里,2022,国6
日产奇骏 2021款 2.0L CVT 两驱 智联尊享版 5座,日产,唐山,10.96,22.90,1.10万,2.64万公里,2021,国6
大众探岳 2022款 280TSI 两驱豪华智联版,大众,唐山,12.98,23.13,1.30万,1.58万公里,2022,国6
大众探岳 2021款 330TSI 两驱 豪华智联版,大众,唐山,13.78,24.90,1.38万,3.02万公里,2021,国6
奔驰A级 2020款 改款 A 200 L 运动轿车动感型,奔驰,唐山,14.87,28.09,1.49万,2.73万公里,2021,国6
本田雅阁 2022款 260TURBO 豪华版,本田,唐山,16.06,21.79,1.61万,0.57万公里,2023,国6
宝马X3 2020款 xDrive 28i M运动套装,宝马,唐山,23.58,47.59,2.36万,6.69万公里,2020,国6
奇瑞 艾瑞泽5 2021款 PRO 1.5L CVT 青春版,奇瑞,唐山,5.36,8.20,0.54万,0.97万公里,2023,国6
铃木雨燕 2016款 酷玩版 1.5L 自动 时尚版,铃木,沧州,4.38,9.19,0.44万,5.38万公里,2018,国5
本田艾力绅 2019款 锐·混动 2.0L E-CVT 豪华版,本田,沧州,21.22,34.75,2.12万,2.98万公里,2021,国6
福特探险者 2020款 EcoBoost 285 四驱钛金版 7座,福特,沧州,21.78,40.31,2.18万,7.00万公里,2021,国6
标致308 2014款 1.6L 经典 手动 风尚型,标致,沧州,2.29,13.07,0,9.17万公里,2014,国4
名爵GT 锐行 2016款 1.5L 手自一体 超值豪华版,名爵,沧州,2.88,10.63,0.29万,4.22万公里,2017,国5
宝骏510 2017款 1.5L AMT 时尚版,宝骏,沧州,3.65,8.08,0.37万,4.73万公里,2017,国5
奇瑞 艾瑞泽5 2021款 PRO 1.5L 手动 青春版,奇瑞,沧州,3.86,7.10,0.39万,2.42万公里,2021,国6
长安CS35 2017款 1.6L 手自一体 豪华版,长安,沧州,3.91,9.09,0.39万,4.45万公里,2018,国5
哈弗H2 2017款 蓝标 1.5T 手自一体 两驱 尊贵版,哈弗,沧州,3.98,13.61,0.40万,4.74万公里,2016,国5
奇瑞 艾瑞泽5 2019款 改款PRO 1.5L CVT青春版 国VI,奇瑞,沧州,4.18,8.20,0.42万,3.86万公里,2020,国6
吉利汽车 吉利帝豪GS 2016款 运动版 1.8L 双离合 领尚版,吉利汽车,沧州,4.18,11.29,0.42万,7.61万公里,2017,国5
长安CS75 2016款 1.8T 手自一体 精英版 国V,长安,沧州,4.35,13.39,0.44万,5.83万公里,2017,国5
荣威i5 2020款 1.5L CVT 4G互联领豪版,荣威,沧州,4.75,10.19,0.48万,3.32万公里,2020,国6
大众Polo 2018款 1.5L 手动 安驾版,大众,沧州,4.78,9.09,0.48万,3.93万公里,2018,国5
名爵MG5 2021款 180DVVT CVT青春豪华版,名爵,沧州,4.88,9.64,0.49万,2.50万公里,2021,国6
雪佛兰科鲁泽 2019款 Redline 320T 双离合 爽快版,雪佛兰,沧州,4.88,12.61,0.49万,5.48万公里,2020,国6
吉利汽车 吉利帝豪GS 2020款 1.4T CVT 雅,吉利汽车,沧州,5.06,11.07,0.51万,3.67万公里,2020,国6
长安CS55 2017款 1.5T 手自一体 炫色版,长安,沧州,5.16,11.85,0.52万,5.66万公里,2018,国5
奇瑞新能源小蚂蚁 2023款 301km 真爱Plus版 磷酸铁锂,奇瑞新能源,沧州,5.58,9.08,0.56万,0.63万公里,2023,新能源
雪佛兰科鲁泽 2022款 320 自动悦享天窗版,雪佛兰,沧州,5.66,13.18,0.57万,1.07万公里,2022,国6
现代领动 2019款 1.4T 双离合 炫动·活力型,现代,沧州,6.36,14.27,0.64万,5.85万公里,2019,国6
丰田卡罗拉 2017款 改款 1.2T CVT GL-i 国V,丰田,沧州,6.48,14.60,0.65万,4.24万公里,2018,国5
大众凌渡 2018款 230TSI 双离合 风尚版,大众,沧州,7.01,18.15,0.70万,7.59万公里,2018,国5
日产逍客 2017款 2.0L CVT 豪华版 国V,日产,沧州,7.38,19.14,0.74万,6.00万公里,2018,国5
大众迈腾 2015款 改款 1.8TSI 豪华型,大众,沧州,7.51,26.22,0.75万,6.84万公里,2016,国5
大众速腾 2018款 280TSI 双离合 熠动版,大众,沧州,7.82,18.58,0.78万,8.07万公里,2018,国5
大众朗逸 2021款 1.5L 手自一体 舒适版,大众,沧州,7.86,15.94,0.79万,5.83万公里,2021,国6
日产轩逸 2022款 1.6L CVT XL悦享版,日产,沧州,7.89,14.84,0.79万,4.67万公里,2022,国6
大众途岳 2019款 280TSI 双离合 两驱 风尚版 国VI,大众,沧州,8.13,18.81,0.81万,7.17万公里,2019,国6
吉利汽车 吉利博越 2022款 博越X 1.8TD 双离合 两驱 智慧型,吉利汽车,沧州,8.28,14.06,0.83万,0.49万公里,2022,国6
雪佛兰迈锐宝XL 2022款 535T 手自一体 锐动版,雪佛兰,沧州,8.98,19.92,0.90万,5.49万公里,2022,国6
吉利汽车 吉利星瑞 2021款 改款 2.0TD 尊贵型(无透镜),吉利汽车,沧州,9.15,15.82,0.92万,3.85万公里,2021,国6
本田思域 2019款 220TURBO CVT 劲动版 国VI,本田,沧州,9.21,15.94,0.92万,6.10万公里,2021,国6
大众高尔夫 2019款 280TSI 双离合 豪华型 国V,大众,沧州,9.36,18.74,0.94万,5.36万公里,2019,国5
大众高尔夫 2019款 280TSI 双离合 R-Line 国VI,大众,沧州,10.1,19.18,1.01万,4.28万公里,2019,国6
领克06 2023款 Remix 1.5T Shero,领克,沧州,10.9,14.69,1.09万,0.04万公里,2022,国6
大众探岳 2019款 330TSI 双离合 四驱 豪华型 国V,大众,沧州,12.4,26.34,1.24万,2.74万公里,2019,国5
广汽传祺 传祺M8 2021款 领秀系列 390T 豪华版,广汽传祺,沧州,14.28,20.36,1.43万,5.92万公里,2021,国6
路虎发现神行 2019款 240PS SE,路虎,沧州,15.28,44.16,1.53万,4.38万公里,2019,国6
本田英仕派 2022款 锐·混动 2.0L E-CVT 净雅版,本田,沧州,15.4,23.69,1.54万,2.28万公里,2022,国6
大众帕萨特 2022款 330TSI 星空豪华版,大众,沧州,15.78,25.35,1.58万,5.06万公里,2021,国6
宝马3系 2019款 320Li 2.0T 手自一体 M运动曜夜版,宝马,沧州,16.5,40.29,1.65万,6.56万公里,2019,国6
奔驰A级 2021款 A 200 L 运动轿车时尚型,奔驰,沧州,16.71,29.75,1.67万,3.36万公里,2022,国6
宝马3系 2020款 320Li M运动套装,宝马,沧州,19.98,35.77,2.00万,5.89万公里,2020,国6
本田冠道 2020款 370TURBO 自动四驱尊享版,本田,沧州,20.93,32.85,2.09万,2.10万公里,2022,国6
吉利汽车 吉利远景 2018款 1.5L 手动 幸福版,吉利汽车,石家庄,2.88,7.10,0.29万,5.00万公里,2018,国5
现代ix25 2015款 1.6L GLS 自动智能型,现代,石家庄,5.18,16.26,0.52万,4.12万公里,2016,国5
标致2008 2020款 230THP 双离合 锐尚版,标致,石家庄,6.16,15.72,0.62万,4.80万公里,2021,国6
吉利汽车 吉利缤瑞 2022款 缤瑞COOL 1.5T 电掣版,吉利汽车,石家庄,6.68,11.51,0.67万,0.78万公里,2023,国6
福特翼虎 2018款 EcoBoost 180 两驱 铂翼版,福特,石家庄,6.88,20.35,0.69万,6.13万公里,2018,国5
大众朗逸 2023款 1.5L 自动得逸版,大众,石家庄,8.28,13.84,0.83万,1.44万公里,2022,国6
奥迪Q2L 2021款 35 TFSI 进取动感型,奥迪,石家庄,11.56,24.67,1.16万,4.06万公里,2021,国6
奥迪A3 2021款 Sportback 35 TFSI 时尚运动型,奥迪,石家庄,12.9,25.16,1.29万,3.58万公里,2021,国6
丰田亚洲龙 2019款 2.0L CVT XLE尊享版 国VI,丰田,石家庄,13.57,25.33,1.36万,2.86万公里,2020,国6
宝马3系 2019款 320Li xDrive 2.0T 手自一体 时尚版,宝马,石家庄,15.53,38.08,1.55万,2.16万公里,2019,国6
坦克300 2021款 越野版 2.0T 挑战者,坦克,石家庄,15.86,22.13,1.59万,4.39万公里,2021,国6
别克昂科旗 2020款 28T 四驱尊贵型,别克,石家庄,18.68,36.97,1.87万,2.00万公里,2021,国6
奔驰威霆 2021款 2.0T 精英版 7座,奔驰,石家庄,21.6,32.95,2.16万,3.12万公里,2021,国6
宝马5系 2018款 525Li 2.0T 手自一体 豪华设计套装,宝马,石家庄,22.63,48.82,2.26万,4.85万公里,2018,国5
吉利汽车 吉利豪越 2022款 1.8TD 双离合 豪华型 7座,吉利汽车,石家庄,7.98,14.04,0.80万,1.89万公里,2022,国6
福特福克斯 2020款 三厢 EcoBoost 180 自动 锋潮型,福特,石家庄,6.58,15.60,0.66万,5.36万公里,2020,国6
大众Polo 2021款 Plus 1.5L 自动全景乐享版,大众,石家庄,7.28,12.74,0.73万,0.35万公里,2022,国6
大众速腾 2019款 280TSI 双离合 舒适型 国VI,大众,石家庄,8.26,18.37,0.83万,5.37万公里,2020,国6
凯迪拉克CT4 2020款 28T 精英型,凯迪拉克,石家庄,12.87,29.19,1.29万,4.12万公里,2020,国6
本田缤智 2015款 1.5L CVT 两驱 舒适型,本田,石家庄,5.68,15.60,0.57万,9.70万公里,2016,国5
Jeep指南者 2017款 200T 家享版,Jeep,石家庄,6.26,20.35,0.63万,7.47万公里,2017,国5
广汽传祺 传祺GS4 2019款 270T 手自一体 两驱 精英版,广汽传祺,石家庄,6.38,14.83,0.64万,4.59万公里,2019,国6
雪佛兰迈锐宝XL 2019款 535T CVT 锐联版,雪佛兰,石家庄,6.68,19.81,0.67万,6.78万公里,2019,国6
斯柯达明锐 2018款 TSI280 双离合 豪华版,斯柯达,石家庄,6.78,18.15,0.68万,6.24万公里,2018,国5
大众Polo 2019款 Plus 1.5L 手自一体 全景乐享版,大众,石家庄,6.98,12.63,0.70万,3.26万公里,2021,国6
大众速腾 2018款 280TSI 双离合 熠动版,大众,石家庄,7.68,18.58,0.77万,5.49万公里,2019,国5
广汽传祺影豹 2022款 270T 双离合J16 R-style赛道版,广汽传祺,石家庄,8.78,15.60,0.88万,4.14万公里,2022,国6
日产轩逸 2022款 1.6L CVT XL智享版,日产,石家庄,9.08,15.28,0.91万,1.50万公里,2022,国6
哈弗神兽 2022款 1.5T 两驱智享版DHT,哈弗,石家庄,10.68,18.81,1.07万,2.43万公里,2022,国6
本田CR-V 2021款 240TURBO CVT 两驱 舒适版,本田,石家庄,12.28,20.35,1.23万,5.39万公里,2020,国6
Polestar极星Polestar 2 2020款 首发版,Polestar极星,石家庄,12.68,46.71,1.27万,2.73万公里,2021,国6
红旗HS7 2019款 3.0T 手自一体 智联旗享四驱版,红旗,石家庄,14.88,41.54,1.49万,4.37万公里,2020,国6
本田UR-V 2020款 370TURBO 四驱 尊享版,本田,石家庄,17.88,32.85,1.79万,6.40万公里,2020,国6
大众途昂 2019款 380TSI 四驱 豪华版,大众,石家庄,19.18,40.28,1.92万,5.47万公里,2020,国5
大众揽境 2021款 330TSI 两驱豪华佳境版,大众,石家庄,20.28,35.86,2.03万,3.53万公里,2022,国6
雪佛兰创酷 2014款 1.4T 自动 两驱豪华型,雪佛兰,石家庄,2.8,15.28,0.28万,8.35万公里,2015,国5
长安欧尚CX70 2016款 1.6L 手动 豪华版,长安欧尚,石家庄,2.98,8.43,0.30万,7.38万公里,2016,国5
中华V3 2017款 1.5L 手动 智能版,中华,石家庄,3.48,7.41,0.35万,4.70万公里,2018,国5
宝骏510 2017款 1.5L 手动 豪华版,宝骏,石家庄,3.59,8.19,0.36万,6.15万公里,2018,国5
江淮瑞风 瑞风M3 2015款 创客版 1.6L 手动 豪华智能版,江淮瑞风,石家庄,3.68,8.75,0.37万,7.04万公里,2016,国5
