标题,品牌,城市,价格,新车价格,首付,里程,年份,排放标准
奥迪Q5L 2022款 40T 豪华致雅型,奥迪,西安,28.68万,41.58万,0.0, 4.39万公里,2022,N/A
途锐 2007款 3.6L 标准型,大众,杭州,7.80万,70.46万,0.0, 12.80万公里,2007,N/A
捷豹XF 2014款 XF 2.0T 风华版,捷豹,昆明,8.48万,55.00万,0.0, 13.50万公里,2014,N/A
宝马6系GT 2022款 630i M运动套装,宝马,长沙,48.80万,63.09万,0.0, 0.75万公里,2022,N/A
锐界 2016款 EcoBoost 245 两驱豪锐型 7座,福特,青岛,10.88万,29.98万,0.0, 5.30万公里,2016,N/A
Cayenne 2007款 Cayenne 3.6L,保时捷,温州,6.58万,88.80万,0.0, 17万公里,2007,N/A
秦Pro DM 2019款 超能版 1.5TI 自动智联劲尚型 国VI,比亚迪,上海,4.99万,13.69万,0.0, 4.01万公里,2019,N/A
奥迪TT 2010款 TT 2.0TFSI典藏版,奥迪,杭州,6.28万,53.90万,0.0, 11万公里,2010,N/A
英朗 2013款 XT 1.6L 自动舒适版,别克,北京,2.89万,14.49万,0.0, 7.70万公里,2013,N/A
传祺GA6 2019款 270T 自动至尊版,广汽传祺,温州,6.20万,16.88万,0.0, 5.60万公里,2019,N/A
奔驰E级(进口) 2012款 E 260 CGI 敞篷版,奔驰,杭州,11.88万,73.80万,0.0, 11万公里,2012,N/A
天籁 2008款 公爵 2.5L XV尊雅版,日产,上海,3.10万,25.98万,0.0, 12万公里,2008,N/A
凯迪拉克SRX 2011款 3.0L 豪华型,凯迪拉克,温州,3.85万,49.80万,0.0, 13.05万公里,2011,N/A
揽胜极光 2016款 2.0T HSE DYNAMIC 致动版,路虎,上海,11.28万,55.80万,0.0, 9万公里,2016,N/A
宝马5系 2021款 525Li 豪华套装,宝马,北京,31.58万,42.69万,0.0, 4.53万公里,2021,N/A
经典帝豪 2013款 三厢 1.5L 手动精英型,吉利汽车,惠州,1.30万,7.98万,0.0, 5.10万公里,2013,N/A
奔驰E级 2021款 改款 E 300 L 尊贵型 轿车,奔驰,郑州,46.30万,56.29万,0.0, 2.77万公里,2021,N/A
君威 2021款 GS 28T 尊贵型,别克,上海,12.30万,24.98万,0.0, 1.20万公里,2021,N/A
迈腾 2011款 2.0TSI DSG舒适型,大众,北京,3.10万,25.18万,0.0, 11.20万公里,2011,N/A
保时捷718 2016款 Cayman 2.0T,保时捷,成都,38.80万,58.80万,0.0, 5万公里,2016,N/A
福克斯 2013款 两厢经典 1.8L 自动基本型,福特,杭州,1.80万,10.98万,0.0, 14万公里,2013,N/A
神行者2 2014款 2.0T Si4 SE汽油版,路虎,海口,8.88万,53.80万,0.0, 11万公里,2014,N/A
福克斯 2013款 三厢经典 1.8L 手动基本型,福特,广州,1.65万,9.98万,0.0, 14万公里,2013,N/A
翼搏 2013款 1.5L 自动风尚型,福特,上海,2.35万,11.28万,0.0, 8.60万公里,2013,N/A
长安欧尚Z6 2022款 蓝鲸 1.5T DCT智享型,长安欧尚,上海,4.95万,9.99万,0.0, 0.80万公里,2022,N/A
奥迪A6L 2022款 45 TFSI 臻选动感型,奥迪,武汉,34.80万,44.38万,0.0, 2.50万公里,2022,N/A
英朗 2019款 15T 双离合互联精英型 国VI,别克,成都,4.80万,12.89万,0.0, 3万公里,2019,N/A
Cayenne 2016款 Cayenne S 3.6T,保时捷,西安,39.80万,136.90万,0.0, 6.90万公里,2016,N/A
奥迪Q3 2013款 35 TFSI quattro 舒适型,奥迪,成都,5.98万,35.68万,0.0, 10.46万公里,2013,N/A
锐际 2019款 EcoBoost 245 四驱纵享款 ST-LINE,福特,青岛,11.78万,21.88万,0.0, 5.30万公里,2019,N/A
宝马X3(进口) 2013款 改款 xDrive20i 豪华型,宝马,东莞,8.90万,52.30万,0.0, 10.80万公里,2013,N/A
宝马1系(进口) 2008款 120i 自动挡,宝马,东莞,3.68万,28.80万,0.0, 6.10万公里,2008,N/A
奥迪A6L 2021款 40 TFSI 豪华动感型,奥迪,西安,29.60万,41.98万,0.0, 4.63万公里,2021,N/A
雷克萨斯ES 2020款 200 卓越版 国VI,雷克萨斯,东莞,22.88万,29.00万,0.0, 3.90万公里,2020,N/A
奔驰R级 2014款 R 400 4MATIC 商务型,奔驰,惠州,12.80万,74.80万,0.0, 12.60万公里,2014,N/A
宋PLUS DM-i 2021款 DM-i 110KM 两驱旗舰 PLUS 5G版,比亚迪,成都,13.28万,18.78万,0.0, 2.80万公里,2021,N/A
奥迪A6L 2021款 45 TFSI quattro 臻选动感型,奥迪,济南,31.28万,46.88万,0.0, 6.80万公里,2021,N/A
翼神 2010款 时尚版 1.8L CVT舒适型,三菱,上海,1.68万,12.98万,0.0, 10.60万公里,2010,N/A
唐DM-i 2015款 DM 2.0T 四驱旗舰型,比亚迪,常州,4.80万,27.98万,0.0, 13万公里,2015,N/A
MG6 2021款 Pro 1.5T 自动领潮豪华版,名爵,苏州,5.38万,11.58万,0.0, 2.90万公里,2021,N/A
迈腾 2009款 1.8TSI DSG豪华型,大众,北京,2.20万,23.68万,0.0, 12.80万公里,2009,N/A
凯迪拉克CT5 2021款 28T 领先运动型,凯迪拉克,长沙,19.48万,30.97万,0.0, 2.93万公里,2021,N/A
哈弗H6 2014款 运动版 1.5T 手动两驱精英型,哈弗,惠州,2.28万,12.88万,0.0, 13.50万公里,2014,N/A
威朗 2015款 三厢 15S 手动进取型,别克,东莞,2.98万,13.59万,0.0, 12.50万公里,2015,N/A
乐风 2009款 1.4 SE AT,雪佛兰,南昌,0.85万,8.99万,0.0, 11万公里,2009,N/A
迈腾 2013款 1.8TSI 豪华型,大众,东莞,4.15万,23.28万,0.0, 10.50万公里,2013,N/A
宝马3系 2009款 320i 时尚型,宝马,上海,3.28万,34.20万,0.0, 12.80万公里,2009,N/A
奥迪A6L 2012款 35 FSI 豪华型,奥迪,沈阳,11.30万,62.76万,0.0, 17.80万公里,2012,N/A
科雷傲(进口) 2012款 2.5L 四驱舒适导航版,雷诺,深圳,2.68万,27.68万,0.0, 14万公里,2012,N/A
揽胜运动版 2020款 3.0 L6 HSE DYNAMIC,路虎,东莞,63.80万,100.60万,0.0, 6万公里,2020,N/A
途观 2012款 1.8TSI 自动两驱风尚版,大众,上海,3.25万,23.38万,0.0, 8.20万公里,2012,N/A
红旗H5经典 2019款 30TD 型动版,红旗,成都,6.28万,14.68万,0.0, 3.20万公里,2019,N/A
睿翼 2009款 2.5L 自动尊贵版,马自达,深圳,3.95万,21.68万,0.0, 9.70万公里,2009,N/A
卡罗拉 2007款 1.8L 自动GLX-i,丰田,上海,2.28万,15.98万,0.0, 11万公里,2007,N/A
帕萨特 2014款 1.8TSI DSG尊荣版,大众,上海,5.80万,21.88万,0.0, 7.50万公里,2014,N/A
奔驰E级(进口) 2010款 E 300 时尚型豪华版,奔驰,深圳,6.95万,69.80万,0.0, 14万公里,2010,N/A
宝马7系 2011款 730Li典雅型,宝马,济南,8.90万,89.80万,0.0, 12.40万公里,2011,N/A
艾瑞泽GX 2019款 1.5T 自动新劲色版 国V,奇瑞,苏州,2.75万,8.99万,0.0, 4.30万公里,2019,N/A
传祺M8 2020款 领航款 390T 尊贵版,广汽传祺,青岛,13.98万,21.98万,0.0, 8.40万公里,2020,N/A
宝马5系 2011款 528Li 豪华型,宝马,北京,8.80万,62.56万,0.0, 12万公里,2011,N/A
奥迪A3 2020款 Limousine 35 TFSI 时尚型 国VI,奥迪,新乡,8.58万,21.97万,0.0, 5.15万公里,2020,N/A
宝马X1 PHEV 2019款 xDrive25Le 豪华型,宝马,广州,13.80万,39.38万,0.0, 4万公里,2019,N/A
凯美瑞 2009款 240G 豪华版,丰田,,.,.,0.0, .,2009,N/A
标致408 2013款 2.0L 自动舒适版,标致,,.,.,0.0, ,2013,N/A
迈锐宝 2012款 2.0L 自动豪华版,雪佛兰,,.,.,0.0, .,2012,N/A
奔驰GLE轿跑 AMG 2015款 AMG GLE 63 4MATIC 轿跑SUV,奔驰,深圳,.,.,0.0, ,2015,N/A
奔驰C级 2022款 C 200 L 运动版,奔驰,沙,.,.,0.0, .,2022,N/A
雷克萨斯NX 2022款 260 前驱 创悦版,雷克萨斯,南京,.,.,0.0, .,2022,N/A
荣威RX5 2016款 20T 两驱自动豪华版,荣威,,.,.,0.0, ,2016,N/A
瑞纳 2016款 1.6L 自动旗舰型TOP,现代,温州,.,.,0.0, ,2016,N/A
哈弗H2 2016款 红标 1.5T 手动两驱精英型,哈弗,州,.,.,0.0, ,2016,N/A
微蓝6 PHEV 2020款 互联时尚型,别克,邢台,.,.,0.0, .,2020,N/A
荣威RX5 MAX 2019款 400TGI 自动智能座舱旗舰版,荣威,苏州,.,.,0.0, .,2019,N/A
昊锐 2012款 1.8TSI 自动优雅版,斯柯达,哈滨,.,.,0.0, .,2012,N/A
迈锐宝 2012款 2.0L 自动豪华版,雪佛兰,连,.,.,0.0, .,2012,N/A
传祺GS5 2013款 2.0L 手动两驱浅内特别版,广汽传祺,惠州,.,.,0.0, .,2013,N/A
途锐 2011款 3.0TSI 舒适型,大众,泉州,.,.,0.0, ,2011,N/A
RAV4荣放 2011款 2.4L 自动四驱豪华版,丰田,莞,.,.,0.0, ,2011,N/A
英菲尼迪Q70 2019款 Q70L 2.0T 精英版,英菲尼迪,青岛,.,.,0.0, .,2019,N/A
帕萨特 2014款 1.8TSI DSG尊雅版,大众,,.,.,0.0, .,2014,N/A
宝马5系 2014款 528Li 豪华设计套装,宝马,莞,.,.,0.0, .,2014,N/A
宝马3系 2020款 325Li 首发版,宝马,沙,.,.,0.0, ,2020,N/A
Mustang 2017款 2.3T 性能版,福特,苏州,12.55万,39.68万,0.0, 8.50万公里,2017,N/A
荣威RX5 2016款 30T 两驱自动互联网智享版,荣威,西安,4.60万,16.68万,0.0, 7.70万公里,2016,N/A
科鲁泽 2019款 Redline 320T 双离合欢快版,雪佛兰,成都,4.20万,10.49万,0.0, 3.10万公里,2019,N/A
理想ONE 2021款 增程6座版,理想汽车,深圳,22.68万,34.98万,0.0, 2.10万公里,2021,N/A
奥迪Q5 2017款 Plus 40 TFSI 舒适型,奥迪,广州,14.98万,47.09万,0.0, 13万公里,2017,N/A
宝马5系PHEV 2019款 改款 530Le 豪华套装,宝马,长沙,23.99万,49.69万,0.0, 4.30万公里,2019,N/A
众泰T600 2014款 1.5T 手动尊贵型,众泰,惠州,1.50万,9.88万,0.0, 11万公里,2014,N/A
奔驰E级 2021款 改款 E 260 L 运动轿车,奔驰,长沙,33.98万,43.99万,0.0, 5万公里,2021,N/A
猎豹CS10 2017款 2.0T 自动豪华型,猎豹汽车,惠州,3.58万,12.98万,0.0, 6.70万公里,2017,N/A
赛欧 2010款 三厢 1.2L 手动温馨版,雪佛兰,邵阳,0.88万,5.68万,0.0, 13万公里,2010,N/A
奔驰E级 2021款 E 300 L 尊贵型 运动轿车,奔驰,郑州,41.50万,53.58万,0.0, 4.06万公里,2021,N/A
逍客 2010款 20S火 CVT 2WD,日产,西安,2.75万,17.78万,0.0, 13.20万公里,2010,N/A
北汽幻速H2 2015款 1.5L 手动豪华型BJ415C,北汽幻速,东莞,1.22万,6.18万,0.0, 8.90万公里,2015,N/A
天语 SX4 2011款 改款 1.6L 自动运动型,铃木,广州,1.85万,11.88万,0.0, 10万公里,2011,N/A
福克斯 2013款 两厢经典 1.8L 自动基本型,福特,广州,1.71万,10.98万,0.0, 15万公里,2013,N/A
途锐 2013款 3.0TSI X 十周年限量版,大众,广州,21.80万,91.56万,0.0, 7.98万公里,2013,N/A
昂科拉 2013款 1.4T 自动两驱精英型,别克,上海,2.48万,15.99万,0.0, 8.90万公里,2013,N/A
MG5 2021款 180DVVT CVT青春风尚版,名爵,上海,3.48万,7.79万,0.0, 2.60万公里,2021,N/A
迈锐宝 2013款 2.4L 自动豪华版,雪佛兰,东莞,3.98万,19.99万,0.0, 9.70万公里,2013,N/A
陆风X6 2011款 2.8T 两驱超值柴油版,陆风,深圳,1.58万,9.98万,0.0, 14万公里,2011,N/A
凯迪拉克CT5 2021款 28T 领先运动型,凯迪拉克,上海,16.38万,30.97万,0.0, 1.50万公里,2021,N/A
奥迪e-tron(进口) 2019款 55 quattro 时尚型,奥迪,杭州,22.50万,69.28万,0.0, 8.14万公里,2019,N/A
宝马5系 2014款 535Li 领先型,宝马,重庆,13.98万,68.86万,0.0, 13.30万公里,2014,N/A
宝马5系 2010款 520Li 领先型,宝马,苏州,4.88万,41.26万,0.0, 16.60万公里,2010,N/A
比亚迪S6 2014款 2.4L 自动尊贵型 5座,比亚迪,惠州,1.78万,10.99万,0.0, 10万公里,2014,N/A
奥迪A6L 2022款 40 TFSI 豪华动感型,奥迪,西安,30.99万,41.98万,0.0, 2.60万公里,2022,N/A
极狐 阿尔法S 2022款 HI版 高阶版,ARCFOX极狐,佛山,19.38万,42.99万,0.0, 0.91万公里,2022,N/A
奥迪A4L 2010款 2.0 TFSI 舒适型,奥迪,北京,3.95万,32.99万,0.0, 10.10万公里,2010,N/A
科鲁泽 2021款 320 自动悦享天窗版,雪佛兰,苏州,4.68万,11.49万,0.0, 3.20万公里,2021,N/A
逍客 2012款 2.0XV 雷 CVT 2WD,日产,上海,4.38万,18.08万,0.0, 6.80万公里,2012,N/A
君威 2015款 1.6T 领先技术型,别克,绵阳,6.98万,18.99万,0.0, 9万公里,2015,N/A
奔驰C级 2013款 C 260 CGI 时尚型,奔驰,宁波,6.28万,38.80万,0.0, 13.60万公里,2013,N/A
海马M6 2017款 1.6L 手动舒适型,海马,昆明,2.30万,6.98万,0.0, 7.15万公里,2017,N/A
景逸X5 2016款 1.6L 手动豪华型,东风风行,邢台,2.30万,7.99万,0.0, 5.50万公里,2016,N/A
轩逸 2019款 经典 1.6XE+ CVT智联领先版,日产,上海,4.30万,11.63万,0.0, 4.18万公里,2019,N/A
标致408 2020款 360THP 十周年质耀版,标致,苏州,7.88万,15.97万,0.0, 3.20万公里,2020,N/A
起亚K5 2014款 2.0L 自动LUXURY,起亚,南京,3.88万,18.88万,0.0, 9万公里,2014,N/A
沃尔沃XC60 2019款 T5 四驱智逸版 国VI,沃尔沃,西安,19.30万,39.19万,0.0, 4.20万公里,2019,N/A
兰德酷路泽 2012款 4.0L 自动GX-R,丰田,成都,37.80万,76.50万,0.0, 16万公里,2012,N/A
海马M3 2016款 1.5L 手动智能舒适型,海马,东莞,1.60万,6.48万,0.0, 7.21万公里,2016,N/A
蔚来ET5T 2023款 75kWh,蔚来,重庆,25.80万,29.80万,0.0, 0.35万公里,2023,N/A
朗逸 2013款 改款 1.4TSI DSG舒适版,大众,赣州,3.68万,14.79万,0.0, 7.20万公里,2013,N/A
宝马1系(进口) 2015款 120i 运动设计套装,宝马,南京,7.58万,30.60万,0.0, 11万公里,2015,N/A
宝马6系 2013款 改款 640i Gran Coupe,宝马,上海,19.80万,95.20万,0.0, 10.30万公里,2013,N/A
卡罗拉 2014款 1.8L CVT至高版,丰田,上海,3.96万,15.98万,0.0, 6.80万公里,2014,N/A
朗逸 2013款 经典 1.6L 自动风尚版,大众,上海,1.98万,11.98万,0.0, 8.50万公里,2013,N/A
别克GL8 2011款 2.4L LT豪华商务行政版,别克,济南,5.50万,32.80万,0.0, 14.60万公里,2011,N/A
红旗H5经典 2019款 30TD 型动版,红旗,苏州,5.49万,14.68万,0.0, 4.80万公里,2019,N/A
昂科威 2016款 28T 四驱豪华型,别克,东莞,7.58万,29.99万,0.0, 9.10万公里,2016,N/A
奔腾B70 2022款 第三代 1.5T 自动乐享型,奔腾,苏州,5.28万,10.59万,0.0, 2.90万公里,2022,N/A
朗行 2017款 230TSI DSG舒适版,大众,南京,6.88万,14.99万,0.0, 3.90万公里,2017,N/A
奔驰E级 2021款 改款 E 300 L 时尚型 轿车,奔驰,武汉,39.80万,47.99万,0.0, 3.10万公里,2021,N/A
ID.4 CROZZ 2021款 长续航PRO两驱版,大众,重庆,13.98万,23.99万,0.0, 3.20万公里,2021,N/A
天语 SX4 2011款 改款 1.6L 自动灵动型,铃木,南京,2.28万,10.88万,0.0, 8.60万公里,2011,N/A
海马M3 2016款 1.5L CVT智能舒适型,海马,东莞,1.88万,7.48万,0.0, 7万公里,2016,N/A
宝马4系 2016款 420i 敞篷设计套装型,宝马,上海,17.80万,61.00万,0.0, 11万公里,2016,N/A
宝马5系 2018款 525Li 豪华套装,宝马,深圳,21.80万,43.69万,0.0, 9万公里,2018,N/A
凯迪拉克CT5 2021款 改款 28T 豪华型,凯迪拉克,上海,16.20万,29.97万,0.0, 0.76万公里,2021,N/A
Taycan 2022款 改款 Taycan,保时捷,郑州,74.80万,89.80万,0.0, 1.50万公里,2022,N/A
MG5 2021款 180DVVT CVT青春风尚版,名爵,苏州,3.58万,7.79万,0.0, 3.30万公里,2021,N/A
荣威ei6 MAX 2020款 1.5T PHEV爽酷天幕版,荣威,深圳,6.75万,14.68万,0.0, 3.60万公里,2020,N/A
Model Y 2022款 改款 后轮驱动版,特斯拉,长沙,21.98万,26.39万,0.0, 1万公里,2022,N/A
星瑞 2021款 2.0T 尊贵型,吉利汽车,成都,7.55万,13.87万,0.0, 1.80万公里,2021,N/A
沃尔沃S60 2019款 S60L 改款 T5 智进进阶版,沃尔沃,福州,11.58万,24.98万,0.0, 3万公里,2019,N/A
宝马5系GT 2015款 528i 领先型,宝马,上海,20.58万,68.80万,0.0, 4.50万公里,2015,N/A
宝马5系 2021款 改款 530Li 尊享型 M运动套装,宝马,东莞,37.80万,50.19万,0.0, 4.20万公里,2021,N/A
传祺GS4 2017款 235T 自动两驱精英版,广汽传祺,惠州,3.98万,13.38万,0.0, 9.20万公里,2017,N/A
奥迪Q7 2012款 3.0 TDI 领先型,奥迪,佛山,11.88万,88.60万,0.0, 15万公里,2012,N/A
朗逸 2013款 经典 1.6L 自动风尚版,大众,上海,2.08万,11.98万,0.0, 7.80万公里,2013,N/A
奔驰CLK级 2006款 CLK 280 敞篷跑车,奔驰,东莞,7.58万,82.00万,0.0, 17.10万公里,2006,N/A
秦Pro DM 2019款 超能版 1.5TI 自动智联劲速型 国VI,比亚迪,深圳,5.38万,15.69万,0.0, 8万公里,2019,N/A
博越 2018款 运动版 1.8TD 自动两驱智尊型,吉利汽车,东莞,5.88万,15.38万,0.0, 4.30万公里,2018,N/A
宝马iX 2022款 xDrive40,宝马,长沙,37.80万,74.69万,0.0, 0.89万公里,2022,N/A
标致408 2016款 1.6T 自动豪华版,标致,苏州,4.20万,16.17万,0.0, 9万公里,2016,N/A
红旗HS5 2019款 2.0T 智联旗领四驱版,红旗,成都,10.58万,24.98万,0.0, 5.90万公里,2019,N/A
魏牌 VV6 2021款 2.0T 两驱智行+,魏牌,苏州,7.12万,16.80万,0.0, 3.20万公里,2021,N/A
奥迪A4L 2020款 40 TFSI 时尚动感型,奥迪,武汉,18.78万,31.88万,0.0, 8.30万公里,2020,N/A
昂科拉 2014款 1.4T 自动两驱都市精英型,别克,惠州,2.85万,15.99万,0.0, 9.30万公里,2014,N/A
北汽幻速S3 2016款 1.5L 手动基本型 国IV,北汽幻速,东莞,1.88万,6.18万,0.0, 5.51万公里,2016,N/A
红旗H5经典 2019款 30TD 型动版,红旗,苏州,5.68万,14.68万,0.0, 3.82万公里,2019,N/A
奥迪A5 2016款 Sportback 45 TFSI,奥迪,,.,.,0.0, ,2016,N/A
迈腾 2012款 1.8TSI 尊贵型,大众,沈阳,.,.,0.0, ,2012,N/A
宝马X1 2016款 sDrive18Li 豪华型,宝马,莞,.,.,0.0, .,2016,N/A
宝马1系 2020款 120i M运动套装,宝马,,.,.,0.0, .,2020,N/A
途锐 2011款 3.0TDI 柴油标配型,大众,沙,.,.,0.0, .,2011,N/A
智行 2019款 1.5T CVT精英版 国VI,北京汽车,苏州,.,.,0.0, .,2019,N/A
威驰 2008款 1.6L GL-i 特别纪念版 AT,丰田,广州,.,.,0.0, ,2008,N/A
奔驰M级 2012款 ML 300,奔驰,深圳,.,.,0.0, .,2012,N/A
MINI CLUBMAN 2011款 1.6L COOPER Excitement,MINI,石庄,.,.,0.0, .,2011,N/A
小鹏G3 2021款 G3i 460N,小鹏汽车,广州,.,.,0.0, .,2021,N/A
凯美瑞 2007款 240G 豪华版,丰田,广州,.,.,0.0, .,2007,N/A
唐DM-i 2018款 DM 2.0T 全时四驱智联创享型 7座 国V,比亚迪,深圳,.,.,0.0, .,2018,N/A
奥迪Q3 2021款 35 TFSI 进享人生版,奥迪,乡,.,.,0.0, .,2021,N/A
科鲁泽 2020款 轻混 RS 330T 自动畅快版,雪佛兰,华,.,.,0.0, .,2020,N/A
奔驰S级 2012款 S 300 L 商务型 Grand Edition,奔驰,北京,.,.,0.0, ,2012,N/A
宝马5系 2023款 530Li 尊享型 豪华套装,宝马,沙,.,.,0.0, .,2023,N/A
捷豹F-PACE 2018款 2.0T 四驱都市尊享版,捷豹,沈阳,.,.,0.0, ,2018,N/A
奥迪Q7 2022款 45 TFSI quattro S line运动型,奥迪,达州,.,.,0.0, .,2022,N/A
奥迪A8 2017款 A8L 45 TFSI quattro舒适型,奥迪,深圳,.,.,0.0, .,2017,N/A
奥迪Q5 2017款 Plus 40 TFSI 技术型,奥迪,莞,.,.,0.0, .,2017,N/A
马自达CX-5 2013款 2.0L 自动四驱精英型,马自达,石家庄,4.70万,20.78万,0.0, 10万公里,2013,N/A
奔驰GLC 2021款 GLC 260 L 4MATIC 豪华型,奔驰,上海,32.80万,42.98万,0.0, 5.40万公里,2021,N/A
长安UNI-K 2021款 2.0T 卓越型,长安,成都,7.98万,15.39万,0.0, 2.80万公里,2021,N/A
奥迪A6L 2012款 30 FSI 舒适型,奥迪,长沙,10.80万,47.26万,0.0, 16万公里,2012,N/A
风光580Pro 2020款 280TGDI CVT智领版,东风风光,金华,5.28万,11.09万,0.0, 1.80万公里,2020,N/A
途锐 2017款 3.0TSI 拓界版,大众,西安,26.70万,67.78万,0.0, 6.20万公里,2017,N/A
宝马i3(进口) 2019款 快充版,宝马,深圳,14.80万,33.98万,0.0, 3.20万公里,2019,N/A
英朗 2021款 改款 典范 1.5L 自动精英型,别克,苏州,5.50万,12.59万,0.0, 4.30万公里,2021,N/A
艾瑞泽5 2019款 1.5L 手动新青春版 国VI,奇瑞,苏州,2.85万,5.99万,0.0, 3.45万公里,2019,N/A
奥迪A7 2012款 3.0TFSI quattro舒适型,奥迪,青岛,11.98万,81.80万,0.0, 15万公里,2012,N/A
FORESTER森林人 2013款 2.5i 自动豪华版,斯巴鲁,常德,7.58万,27.98万,0.0, 7.80万公里,2013,N/A
MINI COUNTRYMAN 2014款 1.6T COOPER S,MINI,佛山,7.88万,33.90万,0.0, 11.50万公里,2014,N/A
阁瑞斯 2018款 2.0L快运豪华型7座V19,金杯,合肥,3.68万,9.28万,0.0, 5.40万公里,2018,N/A
奔驰C级 2015款 C 200 L,奔驰,西安,11.60万,36.90万,0.0, 7.40万公里,2015,N/A
福克斯 2017款 两厢 1.6L 自动舒适型智行版,福特,福州,4.50万,12.68万,0.0, 8万公里,2017,N/A
凯迪拉克XT5 2021款 2.0T 轻混动 四驱尊贵型,凯迪拉克,合肥,23.80万,42.27万,0.0, 0.67万公里,2021,N/A
帝豪GL 2020款 1.4T CVT豪华型,吉利汽车,成都,4.80万,9.98万,0.0, 1.90万公里,2020,N/A
MINI COUNTRYMAN 2014款 1.6L COOPER Fun,MINI,南京,7.58万,27.60万,0.0, 8万公里,2014,N/A
星瑞 2021款 2.0T 尊贵型,吉利汽车,苏州,6.70万,13.87万,0.0, 3万公里,2021,N/A
颐达 2006款 1.6JE AT,日产,东莞,1.56万,13.98万,0.0, 19万公里,2006,N/A
君威 2012款 2.0L 舒适版,别克,北京,.,.,0.0, .,2012,N/A
狮跑 2012款 2.0L 自动两驱版GL,起亚,北京,.,.,0.0, .,2012,N/A
宝马3系 2015款 320Li 时尚型,宝马,,.,.,0.0, .,2015,N/A
轩逸 2021款 经典 1.6 XE CVT舒适版,日产,,.,.,0.0, ,2021,N/A
奥迪Q2L e-tron 2022款 纯电智享型,奥迪,杭州,.,.,0.0, .,2022,N/A
科鲁兹 2012款 1.6L SL天地版 AT,雪佛兰,,.,.,0.0, ,2012,N/A
MG6 2017款 20T 自动精英智联版,名爵,,.,.,0.0, .,2017,N/A
帕萨特 2015款 1.8TSI DSG御尊版,大众,昆,.,.,0.0, .,2015,N/A
奥迪A4L 2015款 45 TFSI quattro个性运动型,奥迪,莞,.,.,0.0, .,2015,N/A
帝豪GL 2017款 1.8L 自动精英型,吉利汽车,莞,.,.,0.0, ,2017,N/A
MG5 2021款 300TGI DCT青奢风潮版,名爵,苏州,.,.,0.0, ,2021,N/A
科鲁泽 2019款 RS 330T 自动畅快版,雪佛兰,,.,.,0.0, .,2019,N/A
君越 2018款 28T 豪华型,别克,,.,.,0.0, .,2018,N/A
奥迪A4L 2013款 40 TFSI quattro个性运动型,奥迪,温州,.,.,0.0, .,2013,N/A
奥迪A3 2019款 Limousine 35 TFSI 进取型 国VI,奥迪,苏州,.,.,0.0, ,2019,N/A
雅致 2005款 R 6.8T,宾利,武汉,.,.,0.0, ,2005,N/A
普拉多 2018款 3.5L 自动TX-L,丰田,沙,.,.,0.0, .,2018,N/A
Ghibli 2018款 3.0T 标准版,玛莎拉蒂,沙,.,.,0.0, .,2018,N/A
奥迪e-tron 2021款 50 quattro 尊享型,奥迪,济南,.,.,0.0, .,2021,N/A
英朗 2021款 1.3T 自动轻混动精英型,别克,华,.,.,0.0, ,2021,N/A
奥迪A3 2019款 Limousine 35 TFSI 进取型 国VI,奥迪,西安,10.38万,19.46万,0.0, 3.37万公里,2019,N/A
奔驰GLA 2015款 GLA 200 动感型,奔驰,苏州,8.80万,26.98万,0.0, 14.35万公里,2015,N/A
发现 2013款 5.0 V8 HSE,路虎,沈阳,28.80万,118.80万,0.0, 14万公里,2013,N/A
轩逸 2019款 经典 1.6XE+ CVT智联领先版,日产,上海,4.30万,11.63万,0.0, 5.80万公里,2019,N/A
奥迪Q3 2023款 35 TFSI 时尚动感型,奥迪,济南,20.50万,29.28万,0.0, 0.07万公里,2023,N/A
奥迪Q5 2018款 典藏版 40 TFSI 技术型,奥迪,西安,17.38万,42.37万,0.0, 8.82万公里,2018,N/A
奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V,奥迪,西安,10.50万,21.28万,0.0, 3.86万公里,2019,N/A
